company,console,name,metascore
Nintendo,3DS,Nano Assault,75
Nintendo,3DS,Tetris Axis,74
Nintendo,3DS,Pro Evolution Soccer 2011 3D,73
Nintendo,3DS,Ketzal's Corridors,76
Nintendo,3DS,Rhythm Thief & the Emperor's Treasure,76
Nintendo,3DS,Crimson Shroud,76
Nintendo,3DS,Tales of the Abyss,75
Nintendo,3DS,Paper Mario: Sticker Star,75
Nintendo,3DS,Kingdom Hearts 3D: Dream Drop Distance,75
Nintendo,3DS,escapeVektor,75
Nintendo,3DS,NightSky,75
Nintendo,3DS,Harvest Moon 3D: A New Beginning,74
Nintendo,3DS,Sakura Samurai: Art of the Sword,74
Nintendo,3DS,Marvel Pinball 3D,74
Nintendo,3DS,Pro Evolution Soccer 2012 3D,73
Nintendo,3DS,Inazuma Eleven 3: Bomb Blast,72
Nintendo,3DS,Ikachan,71
Nintendo,3DS,Naruto Powerful Shippuden,71
Nintendo,3DS,Inazuma Eleven 3: Lightning Bolt,70
Nintendo,3DS,Project X Zone,70
Nintendo,3DS,Brain Age: Concentration Training,69
Nintendo,3DS,Scribblenauts Unmasked: A DC Comics Adventure,68
Nintendo,3DS,Picross e2,68
Nintendo,3DS,AiRace Speed,68
Nintendo,3DS,Batman: Arkham Origins Blackgate,68
Nintendo,3DS,Star Wars Pinball,68
Nintendo,3DS,Tokyo Crash Mobs,68
Nintendo,3DS,Super Mario Maker for Nintendo 3DS,73
Nintendo,3DS,Sega 3D Classics Collection,73
Nintendo,3DS,Disney Magical World 2,73
Nintendo,3DS,Project X Zone 2,73
Nintendo,3DS,The Alliance Alive,74
Nintendo,3DS,Luigi's Mansion,73
Nintendo,3DS,Ever Oasis,76
Nintendo,3DS,Picross e4,68
Nintendo,3DS,Tetris Ultimate,68
Nintendo,3DS,Kirby Fighters Deluxe,66
Nintendo,3DS,AiRace Xeno,66
Nintendo,3DS,Nintendo Pocket Football Club,65
Nintendo,3DS,Dedede's Drum Dash Deluxe,65
Nintendo,3DS,Yoshi's New Island,64
Nintendo,3DS,Tappingo,64
Nintendo,3DS,Scribblenauts Unlimited,73
Nintendo,3DS,Order Up!!,72
Nintendo,3DS,Rayman Origins,71
Nintendo,3DS,CRUSH3D,71
Nintendo,3DS,Fractured Soul,70
Nintendo,3DS,Aero Porter,70
Nintendo,3DS,Mario Tennis Open,69
Nintendo,3DS,Heroes of Ruin,69
Nintendo,3DS,Liberation Maiden,69
Nintendo,3DS,Nintendogs + Cats: French Bulldog & New Friends,71
Nintendo,3DS,Nintendogs + Cats: Toy Poodle & New Friends,71
Nintendo,3DS,Nintendogs + Cats: Golden Retriever & New Friends,71
Nintendo,3DS,WWE All Stars,71
Nintendo,3DS,LEGO Harry Potter: Years 5-7,71
Nintendo,3DS,LEGO Pirates of the Caribbean: The Video Game,71
Nintendo,3DS,Ace Combat: Assault Horizon Legacy,71
Nintendo,3DS,Pilotwings Resort,71
Nintendo,3DS,Shinobi,69
Nintendo,3DS,Puzzle & Dragons Z + Puzzle & Dragons: Super Mario Bros. Edition,73
Nintendo,3DS,The Legend of Zelda: Tri Force Heroes,73
Nintendo,3DS,LBX: Little Battlers eXperience,73
Nintendo,3DS,Detective Pikachu,70
Nintendo,3DS,Yo-kai Watch Blasters: Red Cat Corps,70
Nintendo,3DS,Yo-kai Watch Blasters: White Dog Squad,70
Nintendo,3DS,Dillon's Rolling Western: The Last Ranger,68
Nintendo,3DS,Skylanders Swap Force,68
Nintendo,3DS,Picross e3,66
Nintendo,3DS,Unchained Blades,65
Nintendo,3DS,Urban Trial Freestyle,64
Nintendo,3DS,Sonic & All-Stars Racing Transformed,63
Nintendo,3DS,Jett Rocket II: The Wrath of Taikai,62
Nintendo,3DS,Senran Kagura Burst,62
Nintendo,3DS,Kersploosh!,62
Nintendo,3DS,LEGO City Undercover: The Chase Begins,62
Nintendo,3DS,Return to PoPoLoCrois: A Story of Seasons Fairytale,72
Nintendo,3DS,Gurumin 3D: A Monstrous Adventure,72
Nintendo,3DS,Yo-kai Watch 2: Bony Spirits,72
Nintendo,3DS,Disney Art Academy,72
Nintendo,3DS,Dragon Ball: Fusions,72
Nintendo,3DS,Story of Seasons: Trio of Towns,74
Nintendo,3DS,Culdcept Revolt,74
Nintendo,3DS,Chicken Wiggle,73
Nintendo,3DS,Yo-kai Watch 2: Psychic Specters,73
Nintendo,3DS,Weapon Shop de Omasse,63
Nintendo,3DS,Cube Tactics,62
Nintendo,3DS,Conception II: Children of the Seven Stars,62
Nintendo,3DS,Cooking Mama 5: Bon Appetit!,60
Nintendo,3DS,AeternoBlade,59
Nintendo,3DS,Toy Stunt Bike,58
Nintendo,3DS,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,67
Nintendo,3DS,Code of Princess,67
Nintendo,3DS,Mario & Sonic at the London 2012 Olympic Games,66
Nintendo,3DS,Dillon's Rolling Western,65
Nintendo,3DS,Tekken 3D Prime Edition,64
Nintendo,3DS,Disney Epic Mickey: The Power of Illusion,63
Nintendo,3DS,"Freakyforms: Your Creations, Alive!",68
Nintendo,3DS,3D Classics: TwinBee,68
Nintendo,3DS,FIFA Soccer 12,67
Nintendo,3DS,Mahjong Cub3d,67
Nintendo,3DS,LEGO Star Wars III: The Clone Wars,67
Nintendo,3DS,Sonic Generations,66
Nintendo,3DS,Need for Speed: The Run,65
Nintendo,3DS,Resident Evil: The Mercenaries 3D,65
Nintendo,3DS,Dillon's Dead-Heat Breakers,69
Nintendo,3DS,Mercenaries Saga 2: Order Of The Silver Eagle,70
Nintendo,3DS,Mario vs. Donkey Kong: Tipping Stars,70
Nintendo,3DS,Code Name: S.T.E.A.M.,69
Nintendo,3DS,Pokemon Super Mystery Dungeon,69
Nintendo,3DS,Dr. Mario: Miracle Cure,69
Nintendo,3DS,Hyrule Warriors Legends,70
Nintendo,3DS,Yo-kai Watch 2: Fleshy Souls,70
Nintendo,3DS,Final Fantasy Explorers,69
Nintendo,3DS,River City: Tokyo Rumble,69
Nintendo,3DS,The Legend of Kusakari,69
Nintendo,3DS,Mario Party: Star Rush,68
Nintendo,3DS,Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,72
Nintendo,3DS,Pokemon Mystery Dungeon: Gates to Infinity,59
Nintendo,3DS,Sonic: Lost World,59
Nintendo,3DS,The Starship Damrey,58
Nintendo,3DS,Mario Party: Island Tour,57
Nintendo,3DS,Bit Boy!! Arcade,53
Nintendo,3DS,Yu-Gi-Oh! Zexal: World Duel Carnival,52
Nintendo,3DS,Chibi-Robo! Photo Finder,49
Nintendo,3DS,Aqua Moto Racing 3D,52
Nintendo,3DS,Cocoro: Line Defender,47
Nintendo,3DS,Sonic Boom: Shattered Crystal,47
Nintendo,3DS,Harvest Moon 3D: The Lost Valley,46
Nintendo,3DS,Bugs vs. Tanks!,50
Nintendo,3DS,Power Rangers Super Megaforce,43
Nintendo,3DS,Gardening Mama 2: Forest Friends,43
Nintendo,3DS,One Piece: Romance Dawn,42
Nintendo,3DS,Turtle Tale,41
Nintendo,3DS,Tenkai Knights: Brave Battle,26
Nintendo,3DS,"Freakyforms Deluxe: Your Creations, Alive!",63
Nintendo,3DS,Angry Birds Trilogy,62
Nintendo,3DS,Fun! Fun! Minigolf TOUCH!,61
Nintendo,3DS,Pokedex 3D Pro,59
Nintendo,3DS,Skylanders Giants,59
Nintendo,3DS,The Amazing Spider-Man,55
Nintendo,3DS,Shifting World,55
Nintendo,3DS,Pokemon Dream Radar,54
Nintendo,3DS,Spirit Camera: The Cursed Memoir,54
Nintendo,3DS,Lord of Magna: Maiden Heaven,68
Nintendo,3DS,The Legend of Legacy,67
Nintendo,3DS,Animal Crossing: Happy Home Designer,66
Nintendo,3DS,Bloo Kid 2,64
Nintendo,3DS,The Delusions of Von Sottendorff and His Squared Mind,64
Nintendo,3DS,Radiohammer,63
Nintendo,3DS,SpongeBob Squigglepants 3D,64
Nintendo,3DS,BlazBlue: Continuum Shift II,64
Nintendo,3DS,Harvest Moon 3D: The Tale of Two Towns,63
Nintendo,3DS,Let's Golf 3D,62
Nintendo,3DS,Gabrielle's Ghostly Groove 3D,62
Nintendo,3DS,Rayman 3D,61
Nintendo,3DS,Nikoli's Pencil Puzzle,61
Nintendo,3DS,Samurai Warriors Chronicles,61
Nintendo,3DS,James Noir's Hollywood Crimes,60
Nintendo,3DS,Pyramids,60
Nintendo,3DS,Pac-Man & Galaga Dimensions,60
Nintendo,3DS,F1 2011,59
Nintendo,3DS,Steel Diver,58
Nintendo,3DS,DualPenSports,58
Nintendo,3DS,Cartoon Network: Punch Time Explosion,58
Nintendo,3DS,Metroid Prime: Federation Force,64
Nintendo,3DS,Beyblade: Evolution,49
Nintendo,3DS,Regular Show: Mordecai and Rigby in 8-Bit Land,48
Nintendo,3DS,HomeTown Story,47
Nintendo,3DS,Power Rangers Megaforce,30
Nintendo,3DS,Kirby's Blowout Blast,69
Nintendo,3DS,Fire Emblem Warriors,69
Nintendo,3DS,Hey! Pikmin,69
Nintendo,3DS,Urban Trial Freestyle 2,67
Nintendo,3DS,Miitopia,67
Nintendo,3DS,Bird Mania 3D,51
Nintendo,3DS,Samurai Sword Destiny,50
Nintendo,3DS,Planet Crashers 3DSWare,50
Nintendo,3DS,One Piece: Unlimited Cruise SP 2,49
Nintendo,3DS,One Piece: Unlimited Cruise SP,46
Nintendo,3DS,Johnny Kung Fu,44
Nintendo,3DS,Block Factory,42
Nintendo,3DS,RollerCoaster Tycoon 3D,39
Nintendo,3DS,Titan Attacks!,63
Nintendo,3DS,Ace Combat: Assault Horizon Legacy+,63
Nintendo,3DS,Samurai Warriors Chronicles 3,63
Nintendo,3DS,Moco Moco Friends,62
Nintendo,3DS,Dragon Ball Z: Extreme Butoden,61
Nintendo,3DS,Chibi-Robo! Zip Lash,59
Nintendo,3DS,Pokemon Rumble World,58
Nintendo,3DS,Senran Kagura 2: Deep Crimson,58
Nintendo,3DS,Fossil Fighters: Frontier,57
Nintendo,3DS,Dementium Remastered,57
Nintendo,3DS,Pokemon Shuffle,56
Nintendo,3DS,3D Classics: Xevious,56
Nintendo,3DS,The Adventures of Tintin: The Game,56
Nintendo,3DS,Pokemon Rumble Blast,56
Nintendo,3DS,Super Monkey Ball 3D,55
Nintendo,3DS,Thor: God of Thunder,55
Nintendo,3DS,Rabbids Travel in Time 3D,55
Nintendo,3DS,Dream Trigger 3D,54
Nintendo,3DS,Frogger 3D,54
Nintendo,3DS,Doctor Lautrec and the Forgotten Knights,53
Nintendo,3DS,Tom Clancy's Splinter Cell 3D,53
Nintendo,3DS,The Sims 3,52
Nintendo,3DS,Cubic Ninja,51
Nintendo,3DS,Captain America: Super Soldier,51
Nintendo,3DS,Spider-Man: Edge of Time,50
Nintendo,3DS,Madden NFL Football,49
Nintendo,3DS,Bust-A-Move Universe,49
Nintendo,3DS,Kirby Battle Royale,57
Nintendo,3DS,Ninja Usagimaru: The Mysterious Karakuri Castle,63
Nintendo,3DS,Sonic Boom: Fire & Ice,62
Nintendo,3DS,Mario & Sonic at the Rio 2016 Olympic Games,60
Nintendo,3DS,Harvest Moon: Skytree Village,59
Nintendo,3DS,Chase: Cold Case Investigations - Distant Memories,59
Nintendo,3DS,IRONFALL Invasion,48
Nintendo,3DS,Attack on Titan: Humanity in Chains,46
Nintendo,3DS,Rodea the Sky Soldier,45
Nintendo,3DS,Chronus Arc,40
Nintendo,3DS,Tank Troopers,64
Nintendo,3DS,RPG Maker Fes,64
Nintendo,3DS,River City: Knights of Justice,62
Nintendo,3DS,Driver: Renegade,48
Nintendo,3DS,Combat of Giants: Dinosaurs 3D,44
Nintendo,3DS,Pac-Man Party 3D,43
Nintendo,3DS,Asphalt 3D,43
Nintendo,3DS,3D Classics: Urban Champion,37
Nintendo,3DS,Transformers: Dark of the Moon - Stealth Force Edition,30
Nintendo,3DS,Sadame,54
Nintendo,3DS,Langrisser Re:Incarnation -TENSEI-,35
Nintendo,3DS,Mario Sports Superstars,62
Nintendo,3DS,Minecraft: New Nintendo 3DS Edition,62
Nintendo,3DS,Mario Party: The Top 100,59
Nintendo,3DS,Cooking Mama: Sweet Shop,56
Sony,PS4,flower,91
Sony,PS4,FIFA 14,87
Sony,PS4,Grand Theft Auto V,97
Sony,PS4,The Last of Us Remastered,95
Sony,PS4,Diablo III: Ultimate Evil Edition,90
Sony,PS4,Rayman Legends,90
Sony,PS4,Battlefield 4,85
Sony,PS4,NBA 2K14,85
Sony,PS4,Fez,90
Sony,PS4,Dragon Age: Inquisition,89
Sony,PS4,Minecraft: PlayStation 4 Edition,89
Sony,PS4,The Binding of Isaac: Rebirth,88
Sony,PS4,Guacamelee! Super Turbo Championship Edition,87
Sony,PS4,TowerFall Ascension,87
Sony,PS4,Velocity 2X,86
Sony,PS4,Resogun,84
Sony,PS4,Final Fantasy XIV Online: A Realm Reborn,86
Sony,PS4,Resogun: Heroes,86
Sony,PS4,Super Mega Baseball,85
Sony,PS4,Rogue Legacy,85
Sony,PS4,Geometry Wars 3: Dimensions,85
Sony,PS4,Far Cry 4,85
Sony,PS4,Tomb Raider: Definitive Edition,85
Sony,PS4,Middle-earth: Shadow of Mordor,84
Sony,PS4,Guilty Gear Xrd -SIGN-,84
Sony,PS4,ZEN Pinball 2: South Park: Super-Sweet Pinball,84
Sony,PS4,Oddworld: Abe's Oddysee - New 'n' Tasty,84
Sony,PS4,Transistor,83
Sony,PS4,Red Dead Redemption 2,97
Sony,PS4,God of War,94
Sony,PS4,Divinity: Original Sin II - Definitive Edition,92
Sony,PS4,Shadow of the Colossus,91
Sony,PS4,Celeste,91
Sony,PS4,Monster Hunter: World,90
Sony,PS4,Astro Bot: Rescue Mission,89
Sony,PS4,Owlboy,89
Sony,PS4,Injustice 2: Legendary Edition,88
Sony,PS4,Dead Cells,88
Sony,PS4,Street Fighter V: Arcade Edition,87
Sony,PS4,Dragon Ball FighterZ,87
Sony,PS4,Marvel's Spider-Man,87
Sony,PS4,Sonic Mania Plus,87
Sony,PS4,Dragon Quest XI: Echoes of an Elusive Age,86
Sony,PS4,Uncharted 4: A Thief's End,93
Sony,PS4,Dark Souls Remastered,85
Sony,PS4,The Witcher 3: Wild Hunt - Blood and Wine,91
Sony,PS4,INSIDE,91
Sony,PS4,Overwatch,90
Sony,PS4,DJMax Respect,85
Sony,PS4,Yakuza Kiwami 2,85
Sony,PS4,Call of Duty: Black Ops 4,85
Sony,PS4,Rez Infinite,89
Sony,PS4,Titanfall 2,89
Sony,PS4,Dark Souls III,89
Sony,PS4,Battlefield 1,89
Sony,PS4,Rise of the Tomb Raider: 20 Year Celebration,88
Sony,PS4,Valkyria Chronicles 4,85
Sony,PS4,Moss,85
Sony,PS4,F1 2018,85
Sony,PS4,Ni no Kuni II: Revenant Kingdom,84
Sony,PS4,428: Shibuya Scramble,84
Sony,PS4,Persona 5,93
Sony,PS4,Undertale,92
Sony,PS4,NBA 2K17,88
Sony,PS4,Dishonored 2,88
Sony,PS4,Keep Talking and Nobody Explodes,88
Sony,PS4,XCOM 2,87
Sony,PS4,The Witness,87
Sony,PS4,SoulCalibur VI,84
Sony,PS4,Final Fantasy XIV: Stormblood,89
Sony,PS4,Horizon Zero Dawn,89
Sony,PS4,What Remains of Edith Finch,88
Sony,PS4,NieR: Automata,88
Sony,PS4,Nex Machina: Death Machine,88
Sony,PS4,Nioh,88
Sony,PS4,Odin Sphere Leifthrasir,87
Sony,PS4,Injustice 2,87
Sony,PS4,Night in the Woods,87
Sony,PS4,Okami HD,87
Sony,PS4,Wolfenstein II: The New Colossus,87
Sony,PS4,Zero Escape: The Nonary Games,87
Sony,PS4,Stardew Valley,86
Sony,PS4,Guilty Gear Xrd -REVELATOR-,86
Sony,PS4,Metal Gear Solid V: The Phantom Pain,93
Sony,PS4,Journey,92
Sony,PS4,Bloodborne,92
Sony,PS4,The Witcher 3: Wild Hunt,92
Sony,PS4,F1 2017,86
Sony,PS4,DiRT Rally,85
Sony,PS4,Crypt of the NecroDancer,85
Sony,PS4,Shovel Knight,90
Sony,PS4,Tales From The Borderlands: Episode 5 - The Vault of the Traveler,90
Sony,PS4,The Witcher 3: Wild Hunt - Hearts of Stone,90
Sony,PS4,Thimbleweed Park,86
Sony,PS4,Final Fantasy XII: The Zodiac Age,86
Sony,PS4,Sonic Mania,86
Sony,PS4,Resident Evil 7: biohazard,86
Sony,PS4,DOOM,85
Sony,PS4,Pro Evolution Soccer 2017,85
Sony,PS4,Assault Android Cactus,85
Sony,PS4,Mortal Kombat XL,85
Sony,PS4,Bastion,89
Sony,PS4,Divinity: Original Sin Enhanced Edition,88
Sony,PS4,The Talos Principle,88
Sony,PS4,Guilty Gear Xrd: Rev 2,86
Sony,PS4,Pillars of Eternity: Complete Edition,85
Sony,PS4,Ratchet & Clank,85
Sony,PS4,MLB The Show 16,85
Sony,PS4,FIFA 17,85
Sony,PS4,Gone Home: Console Edition,85
Sony,PS4,Valkyria Chronicles Remastered,84
Sony,PS4,Bloodborne: The Old Hunters,87
Sony,PS4,Batman: Arkham Knight,87
Sony,PS4,Pro Evolution Soccer 2016,87
Sony,PS4,Dark Souls II: Scholar of the First Sin,87
Sony,PS4,NBA 2K16,87
Sony,PS4,Nioh: Bloodshed's End,85
Sony,PS4,Final Fantasy IX,85
Sony,PS4,Ys VIII: Lacrimosa of DANA,85
Sony,PS4,BlazBlue: Central Fiction,84
Sony,PS4,Salt and Sanctuary,84
Sony,PS4,Fallout 4,87
Sony,PS4,Uncharted: The Nathan Drake Collection,86
Sony,PS4,Tales from the Borderlands: A Telltale Game Series,86
Sony,PS4,Yakuza 0,85
Sony,PS4,MLB The Show 17,85
Sony,PS4,Destiny 2,85
Sony,PS4,Wipeout: Omega Collection,85
Sony,PS4,Shadow Tactics: Blades of the Shogun,85
Sony,PS4,Final Fantasy XIV: Heavensward,86
Sony,PS4,Destiny: The Taken King,86
Sony,PS4,OlliOlli2: Welcome to Olliwood,86
Sony,PS4,Pyre,85
Sony,PS4,DiRT 4,85
Sony,PS4,Statik,84
Sony,PS4,Kingdom Hearts HD I.5 + II.5 Remix,84
Sony,PS4,Life is Strange,85
Sony,PS4,Rocket League,85
Sony,PS4,Resogun: Defenders,85
Sony,PS4,Super Meat Boy,85
Sony,PS4,Axiom Verge,84
Sony,PS4,Final Fantasy X / X-2 HD Remaster,84
Sony,PS4,DmC: Devil May Cry Definitive Edition,83
Sony,PS4,Resident Evil HD Remaster,83
Sony,PS4,Metro Redux,83
Sony,PS4,The Swapper,83
Sony,PS4,Call of Duty: Advanced Warfare,83
Sony,PS4,MLB 14: The Show,83
Sony,PS4,NBA 2K15,83
Sony,PS4,ZEN Pinball 2: The Walking Dead,83
Sony,PS4,Pro Evolution Soccer 2015,82
Sony,PS4,Sportsfriends,82
Sony,PS4,Child of Light,82
Sony,PS4,SteamWorld Dig,82
Sony,PS4,FIFA 15,82
Sony,PS4,PixelJunk Shooter Ultimate,82
Sony,PS4,Madden NFL 15,81
Sony,PS4,Watch Dogs,80
Sony,PS4,Pix the Cat,80
Sony,PS4,Trine 2: Complete Story,84
Sony,PS4,Assassin's Creed IV: Black Flag,83
Sony,PS4,LEGO Marvel Super Heroes,83
Sony,PS4,The Pinball Arcade,82
Sony,PS4,ZEN Pinball 2,82
Sony,PS4,Injustice: Gods Among Us - Ultimate Edition,80
Sony,PS4,Need for Speed: Rivals,80
Sony,PS4,Guacamelee! 2,84
Sony,PS4,Disgaea 1 Complete,84
Sony,PS4,Assassin's Creed Origins: The Curse of the Pharaohs,83
Sony,PS4,FIFA 19,83
Sony,PS4,Prey: Mooncrash,83
Sony,PS4,Yoku's Island Express,83
Sony,PS4,Yakuza 6: The Song of Life,83
Sony,PS4,Street Fighter: 30th Anniversary Collection,83
Sony,PS4,Assassin's Creed Odyssey,83
Sony,PS4,Iconoclasts,83
Sony,PS4,Laser League,82
Sony,PS4,Destiny 2: Forsaken,82
Sony,PS4,Sprint Vector,82
Sony,PS4,NBA 2K19,82
Sony,PS4,MLB The Show 18,82
Sony,PS4,Mega Man 11,82
Sony,PS4,Life is Strange 2: Episode 1 - Roads,82
Sony,PS4,Burnout Paradise Remastered,82
Sony,PS4,Slime-san: Superslime Edition,81
Sony,PS4,Overcooked! 2,81
Sony,PS4,Moonlighter,81
Sony,PS4,Far Cry 5,81
Sony,PS4,Minit,81
Sony,PS4,Life is Strange: Before the Storm - Farewell,80
Sony,PS4,Mega Man X Legacy Collection 1 + 2,80
Sony,PS4,Polybius,84
Sony,PS4,Uncharted: The Lost Legacy,84
Sony,PS4,Hatsune Miku: Project Diva Future Tone - Colorful Tone,84
Sony,PS4,Hatsune Miku: Project Diva Future Tone - Future Sound,84
Sony,PS4,Day of the Tentacle Remastered,84
Sony,PS4,Deus Ex: Mankind Divided,84
Sony,PS4,Thumper,84
Sony,PS4,ZEN Pinball 2: Aliens Vs. Pinball,84
Sony,PS4,Lara Croft GO,84
Sony,PS4,Hitman - Episode 2: Sapienza,84
Sony,PS4,BioShock: The Collection,84
Sony,PS4,Hitman,84
Sony,PS4,FIFA 18,84
Sony,PS4,Pro Evolution Soccer 2018,83
Sony,PS4,Darkest Dungeon,83
Sony,PS4,Puyo Puyo Tetris,83
Sony,PS4,Call of Duty: Modern Warfare Remastered,83
Sony,PS4,Dragon Quest Builders,83
Sony,PS4,Danganronpa 1-2 Reload,83
Sony,PS4,Horizon Zero Dawn: The Frozen Wilds,83
Sony,PS4,Detention,83
Sony,PS4,SUPERHOT,83
Sony,PS4,SteamWorld Heist,83
Sony,PS4,Hand of Fate 2,82
Sony,PS4,Watch Dogs 2,82
Sony,PS4,Madden NFL 17,82
Sony,PS4,F1 2016,82
Sony,PS4,I Expect You To Die,82
Sony,PS4,"Invisible, Inc. Console Edition",82
Sony,PS4,Project CARS 2,82
Sony,PS4,Madden NFL 18,82
Sony,PS4,Dark Souls III: The Ringed City,82
Sony,PS4,Resident Evil 4,82
Sony,PS4,Lovers in a Dangerous Spacetime,82
Sony,PS4,The Last Guardian,82
Sony,PS4,Enter the Gungeon,82
Sony,PS4,Dishonored: Death of the Outsider,82
Sony,PS4,The Elder Scrolls V: Skyrim Special Edition,81
Sony,PS4,Metrico+,81
Sony,PS4,Plants vs Zombies: Garden Warfare 2,81
Sony,PS4,Hitman - Episode 6: Hokkaido,81
Sony,PS4,Trackmania Turbo,81
Sony,PS4,Tekken 7,82
Sony,PS4,Danganronpa V3: Killing Harmony,81
Sony,PS4,Hellblade: Senua's Sacrifice,81
Sony,PS4,Shantae: Half-Genie Hero,81
Sony,PS4,Final Fantasy XV,81
Sony,PS4,Star Wars Pinball: The Force Awakens,81
Sony,PS4,Deus Ex: Mankind Divided - A Criminal Past,81
Sony,PS4,Cities: Skylines - PlayStation 4 Edition,81
Sony,PS4,Steins Gate 0,81
Sony,PS4,Darksiders: Warmastered Edition,81
Sony,PS4,ZEN Pinball 2: Portal Pinball,83
Sony,PS4,Project CARS,83
Sony,PS4,Mortal Kombat X,83
Sony,PS4,Madden NFL 16,83
Sony,PS4,Tales From The Borderlands: Episode 3 - Catch A Ride,83
Sony,PS4,FIFA 16,82
Sony,PS4,Nuclear Throne,82
Sony,PS4,Borderlands: The Handsome Collection,82
Sony,PS4,N++,82
Sony,PS4,Galak-Z: The Dimensional,82
Sony,PS4,Skullgirls: 2nd Encore,82
Sony,PS4,Tearaway Unfolded,81
Sony,PS4,Life is Strange: Episode 3 - Chaos Theory,81
Sony,PS4,Skylanders SuperChargers,81
Sony,PS4,Life is Strange: Episode 5 - Polarized,81
Sony,PS4,Helldivers,81
Sony,PS4,Brothers: A Tale of Two Sons,81
Sony,PS4,Broken Age,81
Sony,PS4,Life is Strange: Episode 4 - Dark Room,81
Sony,PS4,Tales From The Borderlands: Episode 2 - Atlas Mugged,81
Sony,PS4,The Vanishing of Ethan Carter,81
Sony,PS4,Call of Duty: Black Ops III,81
Sony,PS4,God of War III Remastered,81
Sony,PS4,Disgaea 5: Alliance of Vengeance,80
Sony,PS4,Disney Infinity 3.0 Edition,80
Sony,PS4,BlazBlue: Chrono Phantasma Extend,80
Sony,PS4,Dariusburst: Chronicle Saviours,80
Sony,PS4,LEGO Dimensions,80
Sony,PS4,Dishonored: Definitive Edition,80
Sony,PS4,MLB 15: The Show,80
Sony,PS4,Grim Fandango Remastered,80
Sony,PS4,Wasteland 2: Director's Cut,80
Sony,PS4,Dragon's Crown Pro,80
Sony,PS4,Octahedron,80
Sony,PS4,Madden NFL 19,80
Sony,PS4,NHL 19,80
Sony,PS4,Lumines Remastered,80
Sony,PS4,The Banner Saga 3,80
Sony,PS4,Firewall Zero Hour,79
Sony,PS4,Fire Pro Wrestling World,79
Sony,PS4,Pro Evolution Soccer 2019,79
Sony,PS4,Bleed 2,79
Sony,PS4,Tacoma,79
Sony,PS4,Detroit: Become Human,78
Sony,PS4,EVERSPACE,78
Sony,PS4,A Way Out,78
Sony,PS4,Death Road to Canada,78
Sony,PS4,Bridge Constructor Portal,78
Sony,PS4,Forgotton Anne,78
Sony,PS4,The Persistence,78
Sony,PS4,Mothergunship,78
Sony,PS4,Under Night In-Birth Exe:Late[st],78
Sony,PS4,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,80
Sony,PS4,Prison Architect,80
Sony,PS4,Hyper Light Drifter,80
Sony,PS4,Score Rush Extended,80
Sony,PS4,Pinball FX2 VR,80
Sony,PS4,Tom Clancy's The Division,80
Sony,PS4,Downwell,80
Sony,PS4,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,80
Sony,PS4,Gravity Rush Remastered,80
Sony,PS4,World of Tanks,80
Sony,PS4,Horizon Chase Turbo,77
Sony,PS4,Skylanders Imaginators,79
Sony,PS4,Oxenfree,79
Sony,PS4,The Banner Saga,79
Sony,PS4,Zen Pinball 2: Bethesda Pinball,79
Sony,PS4,King's Quest Chapter 3: Once Upon a Climb,79
Sony,PS4,Naruto Shippuden: Ultimate Ninja Storm 4,79
Sony,PS4,SMITE,79
Sony,PS4,The King of Fighters XIV,79
Sony,PS4,Pac-Man 256,79
Sony,PS4,Alienation,79
Sony,PS4,EA Sports UFC 2,79
Sony,PS4,NHL 17,78
Sony,PS4,King's Quest Chapter 5: The Good Knight,78
Sony,PS4,Hatsune Miku: Project Diva X,78
Sony,PS4,Overcooked!,78
Sony,PS4,Grand Kingdom,78
Sony,PS4,LEGO Star Wars: The Force Awakens,78
Sony,PS4,Unravel,78
Sony,PS4,Heavy Rain & Beyond: Two Souls Collection,78
Sony,PS4,RIGS: Mechanized Combat League,78
Sony,PS4,Heavy Rain,78
Sony,PS4,Worms W.M.D,78
Sony,PS4,Amnesia Collection,78
Sony,PS4,The Banner Saga 2,78
Sony,PS4,This War of Mine: The Little Ones,78
Sony,PS4,ABZU,78
Sony,PS4,Toki Tori 2 +,78
Sony,PS4,Skylanders Swap Force,79
Sony,PS4,Call of Duty: Ghosts,78
Sony,PS4,Tales From The Borderlands: Episode 1 - Zer0 Sum,80
Sony,PS4,Star Wars Pinball: Heroes Within,80
Sony,PS4,inFamous: Second Son,80
Sony,PS4,Wolfenstein: The New Order,79
Sony,PS4,LittleBigPlanet 3,79
Sony,PS4,Alien: Isolation,79
Sony,PS4,Trials Fusion,79
Sony,PS4,1001 Spikes,78
Sony,PS4,Don't Starve: Console Edition,78
Sony,PS4,Skylanders Trap Team,78
Sony,PS4,Outlast,78
Sony,PS4,Game of Thrones: Episode One - Iron From Ice,77
Sony,PS4,Valiant Hearts: The Great War,77
Sony,PS4,Strider,77
Sony,PS4,Sleeping Dogs: Definitive Edition,77
Sony,PS4,Warriors Orochi 3 Ultimate,77
Sony,PS4,DG2: Defense Grid 2,77
Sony,PS4,War Thunder,76
Sony,PS4,Destiny,76
Sony,PS4,Chariot,76
